
Predictions were generated on 09-Dec-2020 at 17:18:24 using AA AeroAcoustics (v1.00.00, 18-Aug-2016)

Number of observers      :    2;  Number of frequencies    :   34
Description from AA input file, line2: IEA task 37 RWT turbine -- https://github.com/IEAWindTask37/IEA-3.4-130-RWT

     Time           	Obs1_Freq10         	Obs1_Freq12.5       	Obs1_Freq16         	Obs1_Freq20         	Obs1_Freq25         	Obs1_Freq31.5       	Obs1_Freq40         	Obs1_Freq50         	Obs1_Freq63         	Obs1_Freq80         	Obs1_Freq100        	Obs1_Freq125        	Obs1_Freq160        	Obs1_Freq200        	Obs1_Freq250        	Obs1_Freq315        	Obs1_Freq400        	Obs1_Freq500        	Obs1_Freq630        	Obs1_Freq800        	Obs1_Freq1000       	Obs1_Freq1250       	Obs1_Freq1600       	Obs1_Freq2000       	Obs1_Freq2500       	Obs1_Freq3150       	Obs1_Freq4000       	Obs1_Freq5000       	Obs1_Freq6300       	Obs1_Freq8000       	Obs1_Freq10000      	Obs1_Freq12500      	Obs1_Freq16000      	Obs1_Freq20000      	Obs2_Freq10         	Obs2_Freq12.5       	Obs2_Freq16         	Obs2_Freq20         	Obs2_Freq25         	Obs2_Freq31.5       	Obs2_Freq40         	Obs2_Freq50         	Obs2_Freq63         	Obs2_Freq80         	Obs2_Freq100        	Obs2_Freq125        	Obs2_Freq160        	Obs2_Freq200        	Obs2_Freq250        	Obs2_Freq315        	Obs2_Freq400        	Obs2_Freq500        	Obs2_Freq630        	Obs2_Freq800        	Obs2_Freq1000       	Obs2_Freq1250       	Obs2_Freq1600       	Obs2_Freq2000       	Obs2_Freq2500       	Obs2_Freq3150       	Obs2_Freq4000       	Obs2_Freq5000       	Obs2_Freq6300       	Obs2_Freq8000       	Obs2_Freq10000      	Obs2_Freq12500      	Obs2_Freq16000      	Obs2_Freq20000      
         4.4000	  7.382278E+001	  7.290309E+001	  7.177891E+001	  7.066152E+001	  6.944251E+001	  6.806670E+001	  6.651724E+001	  6.495029E+001	  6.320877E+001	  6.131064E+001	  5.948799E+001	  5.771405E+001	  5.576591E+001	  5.377181E+001	  5.169623E+001	  4.946885E+001	  4.743230E+001	  4.622615E+001	  4.781761E+001	  5.054283E+001	  5.166766E+001	  5.235077E+001	  3.804705E+001	  3.257569E+001	  3.037360E+001	  2.834311E+001	  2.620886E+001	  2.426432E+001	  2.223281E+001	  2.005677E+001	  1.792565E+001	  1.568136E+001	  1.304748E+001	  1.051239E+001	  5.654822E+001	  5.563249E+001	  5.451302E+001	  5.340249E+001	  5.219801E+001	  5.086108E+001	  4.937081E+001	  4.795451E+001	  4.651807E+001	  4.584588E+001	  4.518304E+001	  4.501091E+001	  4.392067E+001	  4.167673E+001	  4.065239E+001	  3.839060E+001	  3.662057E+001	  3.616037E+001	  3.909318E+001	  4.083056E+001	  3.782316E+001	  3.946588E+001	  2.623712E+001	  2.187651E+001	  1.974917E+001	  1.765833E+001	  1.543146E+001	  1.333825E+001	  1.111794E+001	  8.731738E+000	  6.400309E+000	  3.957496E+000	  1.111807E+000	 -1.602929E+000
         4.5000	  7.363846E+001	  7.271838E+001	  7.159394E+001	  7.047647E+001	  6.925756E+001	  6.788210E+001	  6.633345E+001	  6.476725E+001	  6.302704E+001	  6.112471E+001	  5.929164E+001	  5.749222E+001	  5.554083E+001	  5.359353E+001	  5.152971E+001	  4.931031E+001	  4.727337E+001	  4.611353E+001	  4.744540E+001	  5.033105E+001	  5.221402E+001	  5.209047E+001	  3.782494E+001	  3.241135E+001	  3.022004E+001	  2.818937E+001	  2.605492E+001	  2.410891E+001	  2.207501E+001	  1.989624E+001	  1.776267E+001	  1.551606E+001	  1.287966E+001	  1.034212E+001	  5.605744E+001	  5.514019E+001	  5.402135E+001	  5.291661E+001	  5.173114E+001	  5.045021E+001	  4.913863E+001	  4.783459E+001	  4.702286E+001	  4.673685E+001	  4.638389E+001	  4.638119E+001	  4.532209E+001	  4.318520E+001	  4.228249E+001	  4.016096E+001	  3.862411E+001	  3.868875E+001	  4.109960E+001	  4.219394E+001	  3.962098E+001	  3.970540E+001	  2.719019E+001	  2.333287E+001	  2.123178E+001	  1.910890E+001	  1.683446E+001	  1.467122E+001	  1.236141E+001	  9.872999E+000	  7.442103E+000	  4.899413E+000	  1.946312E+000	 -8.599853E-001
         4.6000	  7.353070E+001	  7.261032E+001	  7.148562E+001	  7.036799E+001	  6.914903E+001	  6.777371E+001	  6.622546E+001	  6.466017E+001	  6.292107E+001	  6.102100E+001	  5.918968E+001	  5.738840E+001	  5.542889E+001	  5.347944E+001	  5.141739E+001	  4.920914E+001	  4.719262E+001	  4.605303E+001	  4.742748E+001	  5.010376E+001	  5.275163E+001	  5.198387E+001	  3.771140E+001	  3.229635E+001	  3.010945E+001	  2.808104E+001	  2.594958E+001	  2.400532E+001	  2.197217E+001	  1.979333E+001	  1.765907E+001	  1.541118E+001	  1.277267E+001	  1.023258E+001	  5.567061E+001	  5.475486E+001	  5.364210E+001	  5.255183E+001	  5.140091E+001	  5.020692E+001	  4.911445E+001	  4.812835E+001	  4.811381E+001	  4.885428E+001	  4.907233E+001	  4.940530E+001	  4.831437E+001	  4.597346E+001	  4.506956E+001	  4.300395E+001	  4.173260E+001	  4.215344E+001	  4.481033E+001	  4.485702E+001	  4.206710E+001	  4.075183E+001	  2.933707E+001	  2.605541E+001	  2.400228E+001	  2.187601E+001	  1.958474E+001	  1.737524E+001	  1.499158E+001	  1.240388E+001	  9.861103E+000	  7.189846E+000	  4.078635E+000	  1.119742E+000
         4.7000	  7.359585E+001	  7.267560E+001	  7.155098E+001	  7.043338E+001	  6.921438E+001	  6.783897E+001	  6.629064E+001	  6.472568E+001	  6.298777E+001	  6.109226E+001	  5.927108E+001	  5.747853E+001	  5.549239E+001	  5.350415E+001	  5.143537E+001	  4.922750E+001	  4.722464E+001	  4.617614E+001	  4.780788E+001	  4.998490E+001	  5.244680E+001	  5.197339E+001	  3.770429E+001	  3.229233E+001	  3.010646E+001	  2.808015E+001	  2.595111E+001	  2.400901E+001	  2.197777E+001	  1.980040E+001	  1.766699E+001	  1.541951E+001	  1.278106E+001	  1.024077E+001	  5.539564E+001	  5.447621E+001	  5.336008E+001	  5.226701E+001	  5.111138E+001	  4.990300E+001	  4.878359E+001	  4.790397E+001	  4.802815E+001	  4.935150E+001	  5.055145E+001	  5.204802E+001	  5.184703E+001	  4.945495E+001	  4.938399E+001	  4.638111E+001	  4.381091E+001	  4.348165E+001	  4.728416E+001	  4.930781E+001	  4.801904E+001	  4.698654E+001	  3.418950E+001	  3.020175E+001	  2.817139E+001	  2.616194E+001	  2.403316E+001	  2.202191E+001	  1.987092E+001	  1.753559E+001	  1.522796E+001	  1.278195E+001	  9.898441E+000	  7.118415E+000
         4.8000	  7.374544E+001	  7.282562E+001	  7.170134E+001	  7.058393E+001	  6.936498E+001	  6.798939E+001	  6.644052E+001	  6.487494E+001	  6.313718E+001	  6.124118E+001	  5.942557E+001	  5.764024E+001	  5.562806E+001	  5.360238E+001	  5.152689E+001	  4.931663E+001	  4.730793E+001	  4.630853E+001	  4.812862E+001	  5.005208E+001	  5.182426E+001	  5.204505E+001	  3.777687E+001	  3.235993E+001	  3.017042E+001	  2.814362E+001	  2.601355E+001	  2.407098E+001	  2.203973E+001	  1.986268E+001	  1.772980E+001	  1.548314E+001	  1.284599E+001	  1.030734E+001	  5.521338E+001	  5.428637E+001	  5.315632E+001	  5.203894E+001	  5.083278E+001	  4.950633E+001	  4.805885E+001	  4.674908E+001	  4.556086E+001	  4.562499E+001	  4.558764E+001	  4.568294E+001	  4.414666E+001	  4.149017E+001	  3.987989E+001	  3.775285E+001	  3.653229E+001	  3.742755E+001	  4.092852E+001	  3.924525E+001	  3.531709E+001	  3.558015E+001	  2.418591E+001	  2.092129E+001	  1.887619E+001	  1.675518E+001	  1.446313E+001	  1.224663E+001	  9.849238E+000	  7.240285E+000	  4.671772E+000	  1.970916E+000	 -1.173840E+000	 -4.159587E+000
         4.9000	  7.379249E+001	  7.287281E+001	  7.174866E+001	  7.063131E+001	  6.941237E+001	  6.803667E+001	  6.648738E+001	  6.492086E+001	  6.318118E+001	  6.127977E+001	  5.945583E+001	  5.766583E+001	  5.566980E+001	  5.365995E+001	  5.157403E+001	  4.936054E+001	  4.734891E+001	  4.622488E+001	  4.798382E+001	  5.028790E+001	  5.161205E+001	  5.210496E+001	  3.782944E+001	  3.240045E+001	  3.020724E+001	  2.817860E+001	  2.604573E+001	  2.410095E+001	  2.206811E+001	  1.989014E+001	  1.775699E+001	  1.551056E+001	  1.287424E+001	  1.033683E+001	  5.519646E+001	  5.427624E+001	  5.315361E+001	  5.204120E+001	  5.083402E+001	  4.948719E+001	  4.798518E+001	  4.652414E+001	  4.499291E+001	  4.391818E+001	  4.281322E+001	  4.167760E+001	  3.958188E+001	  3.738760E+001	  3.544224E+001	  3.387612E+001	  3.291324E+001	  3.305291E+001	  3.564976E+001	  3.431582E+001	  3.647275E+001	  3.759804E+001	  2.345071E+001	  1.812656E+001	  1.587015E+001	  1.374889E+001	  1.150669E+001	  9.454403E+000	  7.316687E+000	  5.046623E+000	  2.849138E+000	  5.636024E-001	 -2.085234E+000	 -4.608419E+000
         5.0000	  7.367713E+001	  7.275697E+001	  7.163237E+001	  7.051467E+001	  6.929543E+001	  6.791951E+001	  6.637001E+001	  6.480329E+001	  6.306115E+001	  6.115967E+001	  5.932841E+001	  5.753050E+001	  5.556731E+001	  5.360309E+001	  5.151696E+001	  4.930381E+001	  4.727741E+001	  4.612621E+001	  4.760331E+001	  5.031409E+001	  5.181486E+001	  5.207180E+001	  3.779908E+001	  3.237846E+001	  3.018859E+001	  2.816008E+001	  2.602622E+001	  2.407996E+001	  2.204555E+001	  1.986621E+001	  1.773210E+001	  1.548496E+001	  1.284805E+001	  1.031021E+001	  5.541198E+001	  5.451058E+001	  5.341016E+001	  5.231890E+001	  5.113272E+001	  4.980275E+001	  4.832214E+001	  4.682872E+001	  4.525649E+001	  4.364099E+001	  4.205957E+001	  4.039985E+001	  3.839961E+001	  3.656764E+001	  3.480308E+001	  3.291972E+001	  3.134804E+001	  3.081323E+001	  3.212339E+001	  3.336193E+001	  3.752383E+001	  3.813620E+001	  2.355169E+001	  1.762144E+001	  1.532284E+001	  1.325882E+001	  1.110708E+001	  9.185273E+000	  7.202510E+000	  5.092718E+000	  3.034094E+000	  8.702121E-001	 -1.668919E+000	 -4.116906E+000
         5.1000	  7.354407E+001	  7.262324E+001	  7.149793E+001	  7.037964E+001	  6.915988E+001	  6.778354E+001	  6.623378E+001	  6.466718E+001	  6.292551E+001	  6.102762E+001	  5.919902E+001	  5.740536E+001	  5.545834E+001	  5.351322E+001	  5.145055E+001	  4.923906E+001	  4.722072E+001	  4.607348E+001	  4.746362E+001	  5.027769E+001	  5.239748E+001	  5.212115E+001	  3.781778E+001	  3.236450E+001	  3.017491E+001	  2.814807E+001	  2.601501E+001	  2.406852E+001	  2.203339E+001	  1.985315E+001	  1.771816E+001	  1.547014E+001	  1.283221E+001	  1.029338E+001	  5.578308E+001	  5.490083E+001	  5.382276E+001	  5.275280E+001	  5.158857E+001	  5.028023E+001	  4.881576E+001	  4.733615E+001	  4.572258E+001	  4.398093E+001	  4.227344E+001	  4.054650E+001	  3.872921E+001	  3.696563E+001	  3.530221E+001	  3.315323E+001	  3.115404E+001	  2.989869E+001	  3.038447E+001	  3.394305E+001	  3.908923E+001	  3.843659E+001	  2.377365E+001	  1.774357E+001	  1.546182E+001	  1.343259E+001	  1.132528E+001	  9.447935E+000	  7.507209E+000	  5.432753E+000	  3.398007E+000	  1.248553E+000	 -1.285260E+000	 -3.736889E+000
         5.2000	  7.350928E+001	  7.258801E+001	  7.146220E+001	  7.034342E+001	  6.912315E+001	  6.774632E+001	  6.619614E+001	  6.462947E+001	  6.288835E+001	  6.099423E+001	  5.917110E+001	  5.738223E+001	  5.542894E+001	  5.347948E+001	  5.143828E+001	  4.922574E+001	  4.722381E+001	  4.613361E+001	  4.757736E+001	  5.023067E+001	  5.261822E+001	  5.218728E+001	  3.786585E+001	  3.239187E+001	  3.020193E+001	  2.817642E+001	  2.604402E+001	  2.409765E+001	  2.206240E+001	  1.988193E+001	  1.774671E+001	  1.549847E+001	  1.286035E+001	  1.032141E+001	  5.614304E+001	  5.527507E+001	  5.421374E+001	  5.315982E+001	  5.201232E+001	  5.072128E+001	  4.927296E+001	  4.780895E+001	  4.619423E+001	  4.443221E+001	  4.271499E+001	  4.103206E+001	  3.930887E+001	  3.753621E+001	  3.590635E+001	  3.363315E+001	  3.144853E+001	  2.985011E+001	  3.014829E+001	  3.467125E+001	  3.988490E+001	  3.868461E+001	  2.402674E+001	  1.802089E+001	  1.575618E+001	  1.373993E+001	  1.164647E+001	  9.777475E+000	  7.841042E+000	  5.767098E+000	  3.729410E+000	  1.573837E+000	 -9.700199E-001	 -3.433059E+000
         5.3000	  7.356233E+001	  7.264098E+001	  7.151500E+001	  7.039600E+001	  6.917542E+001	  6.779816E+001	  6.624746E+001	  6.468047E+001	  6.293942E+001	  6.104722E+001	  5.923002E+001	  5.744469E+001	  5.546533E+001	  5.349505E+001	  5.147640E+001	  4.926243E+001	  4.726652E+001	  4.623830E+001	  4.787361E+001	  5.025136E+001	  5.217427E+001	  5.217555E+001	  3.788146E+001	  3.244240E+001	  3.025692E+001	  2.823222E+001	  2.610009E+001	  2.415389E+001	  2.211878E+001	  1.993844E+001	  1.780340E+001	  1.555548E+001	  1.291789E+001	  1.037958E+001	  5.647457E+001	  5.561797E+001	  5.457006E+001	  5.352914E+001	  5.239541E+001	  5.111901E+001	  4.968560E+001	  4.823696E+001	  4.663384E+001	  4.488409E+001	  4.319197E+001	  4.156895E+001	  3.986843E+001	  3.805429E+001	  3.644242E+001	  3.412120E+001	  3.186384E+001	  3.019009E+001	  3.086877E+001	  3.519881E+001	  3.928390E+001	  3.880439E+001	  2.419463E+001	  1.826713E+001	  1.601640E+001	  1.400494E+001	  1.191367E+001	  1.004272E+001	  8.101972E+000	  6.022189E+000	  3.978104E+000	  1.815445E+000	 -7.367039E-001	 -3.207242E+000
         5.4000	  7.362148E+001	  7.270017E+001	  7.157415E+001	  7.045505E+001	  6.923427E+001	  6.785667E+001	  6.630553E+001	  6.473768E+001	  6.299841E+001	  6.110163E+001	  5.928531E+001	  5.750596E+001	  5.552476E+001	  5.354385E+001	  5.152304E+001	  4.930171E+001	  4.729961E+001	  4.627642E+001	  4.799089E+001	  5.037970E+001	  5.185583E+001	  5.219487E+001	  3.791854E+001	  3.250101E+001	  3.031759E+001	  2.829294E+001	  2.616070E+001	  2.421462E+001	  2.217981E+001	  1.999990E+001	  1.786534E+001	  1.561795E+001	  1.298103E+001	  1.044341E+001	  5.683353E+001	  5.598460E+001	  5.494545E+001	  5.391270E+001	  5.278729E+001	  5.151936E+001	  5.009345E+001	  4.865383E+001	  4.705920E+001	  4.531739E+001	  4.364408E+001	  4.205631E+001	  4.035180E+001	  3.850049E+001	  3.683679E+001	  3.449954E+001	  3.222946E+001	  3.058782E+001	  3.146902E+001	  3.563774E+001	  3.850960E+001	  3.882462E+001	  2.425820E+001	  1.840007E+001	  1.616064E+001	  1.415214E+001	  1.205932E+001	  1.018203E+001	  8.232405E+000	  6.142540E+000	  4.088734E+000	  1.916398E+000	 -6.459745E-001	 -3.124895E+000
         5.5000	  7.360844E+001	  7.268694E+001	  7.156071E+001	  7.044141E+001	  6.922042E+001	  6.784257E+001	  6.629096E+001	  6.472274E+001	  6.297947E+001	  6.108453E+001	  5.926518E+001	  5.749254E+001	  5.554980E+001	  5.358574E+001	  5.154941E+001	  4.931925E+001	  4.730777E+001	  4.619877E+001	  4.779834E+001	  5.051447E+001	  5.183469E+001	  5.225251E+001	  3.797341E+001	  3.255211E+001	  3.036812E+001	  2.834340E+001	  2.621107E+001	  2.426520E+001	  2.223085E+001	  2.005156E+001	  1.791757E+001	  1.567067E+001	  1.303417E+001	  1.049684E+001	  5.719691E+001	  5.634913E+001	  5.531075E+001	  5.427815E+001	  5.315214E+001	  5.188249E+001	  5.045382E+001	  4.900904E+001	  4.740410E+001	  4.566077E+001	  4.398693E+001	  4.240694E+001	  4.071033E+001	  3.884701E+001	  3.707912E+001	  3.472735E+001	  3.245572E+001	  3.080491E+001	  3.165966E+001	  3.598537E+001	  3.836227E+001	  3.870554E+001	  2.419625E+001	  1.843553E+001	  1.621429E+001	  1.420828E+001	  1.211278E+001	  1.022523E+001	  8.261011E+000	  6.154489E+000	  4.084634E+000	  1.896235E+000	 -6.834218E-001	 -3.177068E+000
         5.6000	  7.356313E+001	  7.264144E+001	  7.151503E+001	  7.039557E+001	  6.917447E+001	  6.779656E+001	  6.624498E+001	  6.467697E+001	  6.293448E+001	  6.104365E+001	  5.922918E+001	  5.747240E+001	  5.555866E+001	  5.359634E+001	  5.156733E+001	  4.933938E+001	  4.731642E+001	  4.616643E+001	  4.770680E+001	  5.056026E+001	  5.208659E+001	  5.236636E+001	  3.805965E+001	  3.260263E+001	  3.041462E+001	  2.839035E+001	  2.625856E+001	  2.431343E+001	  2.227997E+001	  2.010156E+001	  1.796825E+001	  1.572188E+001	  1.308578E+001	  1.054870E+001	  5.751914E+001	  5.666738E+001	  5.562370E+001	  5.458525E+001	  5.345217E+001	  5.217361E+001	  5.073352E+001	  4.927651E+001	  4.765659E+001	  4.590766E+001	  4.423592E+001	  4.267895E+001	  4.098676E+001	  3.908391E+001	  3.725434E+001	  3.488298E+001	  3.260394E+001	  3.098472E+001	  3.205349E+001	  3.628824E+001	  3.876878E+001	  3.860635E+001	  2.415331E+001	  1.848901E+001	  1.628551E+001	  1.428047E+001	  1.218112E+001	  1.028089E+001	  8.298748E+000	  6.171783E+000	  4.082233E+000	  1.874086E+000	 -7.269644E-001	 -3.239090E+000
         5.7000	  7.355458E+001	  7.263294E+001	  7.150659E+001	  7.038721E+001	  6.916619E+001	  6.778842E+001	  6.623706E+001	  6.466906E+001	  6.292775E+001	  6.104047E+001	  5.923104E+001	  5.748376E+001	  5.557700E+001	  5.360958E+001	  5.159449E+001	  4.936103E+001	  4.734068E+001	  4.619713E+001	  4.772001E+001	  5.058396E+001	  5.249283E+001	  5.249405E+001	  3.815277E+001	  3.264905E+001	  3.045460E+001	  2.843004E+001	  2.629818E+001	  2.435331E+001	  2.232033E+001	  2.014248E+001	  1.800969E+001	  1.576381E+001	  1.312826E+001	  1.059170E+001	  5.772160E+001	  5.686476E+001	  5.581464E+001	  5.476946E+001	  5.362857E+001	  5.234060E+001	  5.088898E+001	  4.942025E+001	  4.778720E+001	  4.603928E+001	  4.437788E+001	  4.285877E+001	  4.117866E+001	  3.923693E+001	  3.740969E+001	  3.501020E+001	  3.272807E+001	  3.117109E+001	  3.253042E+001	  3.661763E+001	  3.918384E+001	  3.860543E+001	  2.419433E+001	  1.859764E+001	  1.640293E+001	  1.439512E+001	  1.228860E+001	  1.037397E+001	  8.373231E+000	  6.225946E+000	  4.117449E+000	  1.890850E+000	 -7.296122E-001	 -3.258035E+000
         5.8000	  7.357036E+001	  7.264881E+001	  7.152256E+001	  7.040327E+001	  6.918237E+001	  6.780472E+001	  6.625352E+001	  6.468567E+001	  6.294455E+001	  6.105652E+001	  5.924560E+001	  5.748937E+001	  5.556998E+001	  5.360897E+001	  5.160061E+001	  4.937055E+001	  4.735894E+001	  4.624387E+001	  4.776059E+001	  5.052240E+001	  5.240905E+001	  5.246249E+001	  3.813729E+001	  3.265367E+001	  3.046069E+001	  2.843536E+001	  2.630296E+001	  2.435780E+001	  2.232460E+001	  2.014660E+001	  1.801379E+001	  1.576800E+001	  1.313268E+001	  1.059639E+001	  5.773529E+001	  5.687404E+001	  5.581848E+001	  5.476777E+001	  5.362066E+001	  5.232550E+001	  5.086541E+001	  4.938853E+001	  4.774753E+001	  4.600791E+001	  4.436135E+001	  4.288082E+001	  4.122114E+001	  3.927087E+001	  3.749771E+001	  3.508122E+001	  3.281417E+001	  3.135309E+001	  3.289483E+001	  3.684643E+001	  3.873537E+001	  3.849800E+001	  2.417209E+001	  1.869309E+001	  1.650917E+001	  1.449570E+001	  1.237893E+001	  1.044839E+001	  8.428520E+000	  6.261215E+000	  4.134801E+000	  1.891504E+000	 -7.456668E-001	 -3.287370E+000
         5.9000	  7.359531E+001	  7.267382E+001	  7.154764E+001	  7.042841E+001	  6.920754E+001	  6.782991E+001	  6.627873E+001	  6.471113E+001	  6.296940E+001	  6.107853E+001	  5.926488E+001	  5.749906E+001	  5.555936E+001	  5.359670E+001	  5.158932E+001	  4.935590E+001	  4.735258E+001	  4.626773E+001	  4.787026E+001	  5.051691E+001	  5.210140E+001	  5.234011E+001	  3.805549E+001	  3.262461E+001	  3.043780E+001	  2.841215E+001	  2.627996E+001	  2.433496E+001	  2.230173E+001	  2.012356E+001	  1.799055E+001	  1.574455E+001	  1.310895E+001	  1.057231E+001	  5.759028E+001	  5.672360E+001	  5.566153E+001	  5.460436E+001	  5.345022E+001	  5.214734E+001	  5.067870E+001	  4.919458E+001	  4.754816E+001	  4.582630E+001	  4.420709E+001	  4.278813E+001	  4.116246E+001	  3.920390E+001	  3.752787E+001	  3.508830E+001	  3.286260E+001	  3.155544E+001	  3.330722E+001	  3.714016E+001	  3.805026E+001	  3.830999E+001	  2.410376E+001	  1.878011E+001	  1.661032E+001	  1.459024E+001	  1.246238E+001	  1.051480E+001	  8.474247E+000	  6.285082E+000	  4.138997E+000	  1.877338E+000	 -7.781835E-001	 -3.334447E+000
         6.0000	  7.362067E+001	  7.269932E+001	  7.157330E+001	  7.045422E+001	  6.923351E+001	  6.785602E+001	  6.630496E+001	  6.473732E+001	  6.299819E+001	  6.110175E+001	  5.928537E+001	  5.752010E+001	  5.558482E+001	  5.361440E+001	  5.158458E+001	  4.934723E+001	  4.731686E+001	  4.623153E+001	  4.781295E+001	  5.049150E+001	  5.201519E+001	  5.227893E+001	  3.800932E+001	  3.259692E+001	  3.041191E+001	  2.838629E+001	  2.625512E+001	  2.431131E+001	  2.227922E+001	  2.010196E+001	  1.796949E+001	  1.572369E+001	  1.308792E+001	  1.055078E+001	  5.738428E+001	  5.650867E+001	  5.543593E+001	  5.436831E+001	  5.320295E+001	  5.188808E+001	  5.040665E+001	  4.891280E+001	  4.728146E+001	  4.557989E+001	  4.402230E+001	  4.273469E+001	  4.119987E+001	  3.920255E+001	  3.762862E+001	  3.515455E+001	  3.293857E+001	  3.186397E+001	  3.382851E+001	  3.743108E+001	  3.789386E+001	  3.823073E+001	  2.414595E+001	  1.897134E+001	  1.681419E+001	  1.478778E+001	  1.265018E+001	  1.068584E+001	  8.623708E+000	  6.410575E+000	  4.241803E+000	  1.957857E+000	 -7.211969E-001	 -3.297212E+000
         6.1000	  7.364248E+001	  7.272146E+001	  7.159581E+001	  7.047710E+001	  6.925678E+001	  6.787974E+001	  6.632921E+001	  6.476209E+001	  6.302372E+001	  6.112846E+001	  5.931365E+001	  5.755558E+001	  5.562775E+001	  5.364282E+001	  5.159784E+001	  4.936107E+001	  4.732559E+001	  4.621305E+001	  4.779230E+001	  5.044854E+001	  5.200127E+001	  5.228239E+001	  3.800690E+001	  3.258438E+001	  3.039679E+001	  2.837104E+001	  2.624072E+001	  2.429819E+001	  2.226748E+001	  2.009145E+001	  1.795980E+001	  1.571449E+001	  1.307889E+001	  1.054166E+001	  5.721776E+001	  5.633052E+001	  5.524391E+001	  5.416277E+001	  5.298309E+001	  5.165343E+001	  5.015682E+001	  4.865450E+001	  4.703993E+001	  4.541893E+001	  4.399291E+001	  4.294136E+001	  4.152909E+001	  3.942758E+001	  3.797567E+001	  3.547336E+001	  3.330623E+001	  3.246939E+001	  3.489895E+001	  3.782271E+001	  3.774998E+001	  3.837516E+001	  2.441845E+001	  1.938813E+001	  1.724014E+001	  1.520700E+001	  1.305959E+001	  1.107766E+001	  8.992379E+000	  6.752830E+000	  4.558311E+000	  2.248360E+000	 -4.588804E-001	 -3.059081E+000
         6.2000	  7.367648E+001	  7.275597E+001	  7.163092E+001	  7.051277E+001	  6.929306E+001	  6.791668E+001	  6.636691E+001	  6.480021E+001	  6.306062E+001	  6.117004E+001	  5.935885E+001	  5.760526E+001	  5.566831E+001	  5.366597E+001	  5.162083E+001	  4.939021E+001	  4.736931E+001	  4.621402E+001	  4.788514E+001	  5.041209E+001	  5.219879E+001	  5.233123E+001	  3.803350E+001	  3.257870E+001	  3.038488E+001	  2.835810E+001	  2.622753E+001	  2.428527E+001	  2.225505E+001	  2.007951E+001	  1.794825E+001	  1.570327E+001	  1.306801E+001	  1.053111E+001	  5.706795E+001	  5.616955E+001	  5.506972E+001	  5.397591E+001	  5.278331E+001	  5.144181E+001	  4.993432E+001	  4.843360E+001	  4.681157E+001	  4.539652E+001	  4.417557E+001	  4.342093E+001	  4.212065E+001	  3.990537E+001	  3.860211E+001	  3.611224E+001	  3.406308E+001	  3.337134E+001	  3.627789E+001	  3.850930E+001	  3.753139E+001	  3.871310E+001	  2.490299E+001	  2.002386E+001	  1.788083E+001	  1.583646E+001	  1.367327E+001	  1.166718E+001	  9.551717E+000	  7.278779E+000	  5.052531E+000	  2.711265E+000	 -2.912993E-002	 -2.657116E+000
         6.3000	  7.369621E+001	  7.277610E+001	  7.165153E+001	  7.053384E+001	  6.931463E+001	  6.793879E+001	  6.638956E+001	  6.482325E+001	  6.308378E+001	  6.119089E+001	  5.936893E+001	  5.761142E+001	  5.566702E+001	  5.367051E+001	  5.161730E+001	  4.939629E+001	  4.737602E+001	  4.620593E+001	  4.783602E+001	  5.040075E+001	  5.236295E+001	  5.231094E+001	  3.800810E+001	  3.254445E+001	  3.034750E+001	  2.831912E+001	  2.618741E+001	  2.424442E+001	  2.221366E+001	  2.003772E+001	  1.790622E+001	  1.566113E+001	  1.302588E+001	  1.048908E+001	  5.680187E+001	  5.589441E+001	  5.478414E+001	  5.368101E+001	  5.248046E+001	  5.113598E+001	  4.962968E+001	  4.815212E+001	  4.658914E+001	  4.544925E+001	  4.447214E+001	  4.400880E+001	  4.282672E+001	  4.058694E+001	  3.943476E+001	  3.703040E+001	  3.510429E+001	  3.454667E+001	  3.753225E+001	  3.946449E+001	  3.763960E+001	  3.902554E+001	  2.545315E+001	  2.080211E+001	  1.866710E+001	  1.660321E+001	  1.441327E+001	  1.237014E+001	  1.021006E+001	  7.889077E+000	  5.618386E+000	  3.234376E+000	  4.498374E-001	 -2.214364E+000
         6.4000	  7.368367E+001	  7.276359E+001	  7.163910E+001	  7.052153E+001	  6.930245E+001	  6.792679E+001	  6.637776E+001	  6.481180E+001	  6.307181E+001	  6.117504E+001	  5.935238E+001	  5.757196E+001	  5.561925E+001	  5.363892E+001	  5.157423E+001	  4.935197E+001	  4.732838E+001	  4.618589E+001	  4.772754E+001	  5.032189E+001	  5.216799E+001	  5.217662E+001	  3.790066E+001	  3.247266E+001	  3.028015E+001	  2.825128E+001	  2.611925E+001	  2.417575E+001	  2.214430E+001	  1.996763E+001	  1.783549E+001	  1.558980E+001	  1.295389E+001	  1.041644E+001	  5.639465E+001	  5.548061E+001	  5.436354E+001	  5.325613E+001	  5.205656E+001	  5.072815E+001	  4.925163E+001	  4.785053E+001	  4.642713E+001	  4.574171E+001	  4.506163E+001	  4.486269E+001	  4.378033E+001	  4.158846E+001	  4.057224E+001	  3.827017E+001	  3.653174E+001	  3.626785E+001	  3.897165E+001	  4.061676E+001	  3.846735E+001	  3.926857E+001	  2.611499E+001	  2.181900E+001	  1.970035E+001	  1.760970E+001	  1.538241E+001	  1.328690E+001	  1.106262E+001	  8.671247E+000	  6.334492E+000	  3.886195E+000	  1.034488E+000	 -1.685547E+000
